110CLL	1228CLL	NC11_35	NC15_63	NC15_67
RNF20	0	0	0	0	0
RNF207	75.9495	64.56493	42.66163	26.72012	24.9368
RNF212B	0.32076	0	0.0639	0.89534	1.59576
RNF213	2.93646	0	0.64752	0.27665	1.48352
RNF214	3.65145	0	0.64752	1.23235	2.55224
RNF216P1	3.13635	0	0	0	0
RNF217	0.37422	6.15524	0	4.53	0
RNF219-AS1	1.40512	0.3705	0	0.73438	1.94712
RNF220	22064.86334	14909.507	17609.50184	9161.28069	10811.2096
RNF224	0	0	0	0	0
RNF225	8.15073	22.0493	0	5.41528	2.64496
RNF26	0	0	0	0	2.562
RNF31	17455.76568	6664.71988	3079.95262	1779.9756	2258.4922
RNF32	3.6936	20.10086	0	2.74835	11.64856
RNF34	34.28962	32.84513	48.39466	144.91746	48.63947
RNF4	1467.11305	503.76226	852.09502	791.23102	730.815310000001
RNF40	34.82645	49.85837	49.23542	50.47866	132.32493
RNF5	992.61603	791.65974	728.02067	916.42644	914.61362
RNF7	0	0	0	0	0
RNF8	0	7.38036	1.58898	0	5.246
RNFT1-DT	0	0	0	0	0
RNFT2	24.29266	20.18978	0	0	0
RNGTTP1	4.94085	2.964	0	1.53064	0
RNMT	29656.77544	59488.97873	29798.21391	44357.17799	44822.14162
RNMTL1P1	0	0	0	0	0
RNMTL1P2	0	0	0	0	0
RNPC3	10567.7727	10073.4742	4893.82176	5063.2244	4120.6546
RNPEP	3515.97319	3530.60567	3044.39945	1938.75137	2723.74745
RNPEPL1	28.33806	9.66264	0.18318	0	2.1472
RNPS1P1	0	0	0	0	0
RNU1-104P	0	0	0	0	0
RNU1-105P	0	0	0	0	0
RNU1-106P	0	0	0	0	0
RNU1-107P	0.82158	0.2717	0	0	0
RNU1-117P	0	0	0	0	0
RNU1-119P	2.79636	0.65208	0.35797	0.48336	0.13664
RNU1-11P	0	0	0	0	0
RNU1-120P	69.5834	103.467	22.5403	58.8413	84.7007
RNU1-124P	0	0	0	0	0
RNU1-125P	0	0	0	0	0
RNU1-130P	0	0	0	0	0
RNU1-131P	0	0	0	0	0
RNU1-133P	0	0	0.32376	0	0
RNU1-134P	40.5742	102.252	7.84756	1.39447	4.47008
RNU1-136P	17.8968	14.9806	6.4663	5.22605	7.58393
RNU1-138P	0.36936	0	0	0	0
RNU1-139P	120.725	64.4817	73.4898	102.593	100.518
RNU1-140P	0	0	0	0	0
RNU1-141P	0	0	0	0	0
RNU1-142P	6.86685	5.4082	4.60788	9.18862	10.6446
RNU1-146P	0.17027	6.10985	0.28542	0.11066	0.37088
RNU1-14P	3.3946	0.15808	1.01053	0.86548	0.73688
RNU1-150P	7.51879	4.35159	4.50145	3.68498	3.92352
RNU1-151P	0.47169	0.7163	1.06175	0.48791	0.488
RNU1-15P	0	0	0	0	0
RNU1-17P	1.77964	10.8763	8.99402	17.4304	18.9555
RNU1-18P	0	0	0	0	0
RNU1-19P	40.5985	25.5951	16.7987	50.1816	31.1373
RNU1-2	28.5619	49.669	104.862	178.256	98.6051
RNU1-21P	0	0	0	0	0
RNU1-22P	1.36171	0	0	0	0
RNU1-23P	0	0	0	0	0
RNU1-27P	0	0	0	0	0
RNU1-32P	0	0	0	0	0
RNU1-36P	0	0	0	0	0
RNU1-39P	51.5747	67.0403	5.24737	12.154	16.1544
RNU1-4	4.62952	6.55431	5.7631	10.0391	8.07229
RNU1-40P	0	0	0	0	0
RNU1-43P	0	0	0	0	0
RNU1-44P	0	0	0	0	0
RNU1-47P	0	0	0	0	0
RNU1-48P	0	0	0	0	0
RNU1-55P	0.36936	0.48412	0	2.34593	0.60512
RNU1-57P	15.9517	43.9891	112.607	139.564	115.194
RNU1-58P	0	0	0	0	0
RNU1-5P	0	0.04446	0	0.38228	0
RNU1-62P	0	0	0	0.47329	0
RNU1-65P	0	0	0	0	0
RNU1-67P	0	0	0	0	0
RNU1-72P	0	0	0	0	0
RNU1-76P	6.92556	2.73651	5.27289	4.33467	2.30336
RNU1-80P	0	0.741	0	0	0
RNU1-82P	0	0	0	0	0
RNU1-84P	0	1.14608	0.64376	1.7214	0
RNU1-87P	3.13192	2.85532	0.32398	1.79723	3.15736
RNU1-8P	0	0	0	0	0.37088
RNU1-93P	0	0	0	0	0
RNU1-94P	0.36936	0	0	0.89593	0.74176
RNU1-95P	0	0	0	0	0
RNU1-96P	0.99697	0	0	0.04024	0
RNU1-98P	2.03284	5.82809	0	0	0
RNU105B	0	0	0.67377	0	0.42456
RNU105C	0.36936	10.3876	1.02277	1.45459	2.93288
RNU11	185.441	379.072	937.552	987.403	1270.6
RNU11-4P	0	0	0	0	0
RNU11-5P	0	0	0	0	0
RNU12	0.40344	0	0	0	0
RNU12-2P	0	0	0	0	0
RNU2-13P	0	0.24206	0	0	0
RNU2-15P	0	0	1.04043	0	0
RNU2-17P	0	0	0.31098	0.76492	0.94672
RNU2-18P	26.2811	20.6068	4.53538	4.26949	12.2942
RNU2-19P	0	0	0	0	0
RNU2-20P	0	0	0	0.74463	0
RNU2-23P	0	0	0	0	0
RNU2-26P	3.25363	1.30416	0	0	0
RNU2-28P	0	0	0	0	0
RNU2-29P	1.08441	0.56316	0	0.4681	0
RNU2-30P	0.1847	0	0.16617	0.30195	0
RNU2-32P	0	0	0	0	0
RNU2-33P	0	0	0	0	0
RNU2-34P	0	0	0	0	0
RNU2-35P	0	0	0	0	0
RNU2-39P	0	0	0	0	0
RNU2-3P	0	0	0	0	0
RNU2-41P	32.2967	57.8681	32.0499	22.6514	28.7704
RNU2-43P	0	0	0	0	0.88816
RNU2-44P	0	1.71912	0	0	0
RNU2-45P	8.36981	9.28569	3.26105	4.12825	3.8064
RNU2-46P	0	0	0	0	0
RNU2-51P	0	0.27664	0	0	0
RNU2-52P	1.64409	5.95153	14.8551	31.1651	35.9157
RNU2-53P	0	0	0	0	0
RNU2-57P	0	0	0	0	0
RNU2-60P	0	0.73112	0.43479	0.76532	0
RNU2-64P	0	0	0	0	0
RNU2-65P	0	0	0	0	0
RNU2-66P	0	0	0	0	0
RNU2-70P	7.67906	19.4309	7.86023	20.0184	14.6947
RNU2-7P	0	0.23712	0	0.01006	0
RNU4-10P	0	0	0	0	0
RNU4-11P	0	2.1489	0.53718	0	0
RNU4-16P	0	0	0	0	0
RNU4-17P	0	0	0	0	0
RNU4-22P	0.36936	0.07904	0	0	0
RNU4-23P	0	0.18278	0	0	0
RNU4-26P	0	0	0	0	0
RNU4-28P	0	0	0	0	0
RNU4-29P	2.78166	3.76397	0	2.94509	0.30256
RNU4-31P	0	0	0	0	0
RNU4-33P	0.43746	0	0	0	0
RNU4-34P	0	0	0	0	0
RNU4-36P	0	0	0	0	0.6588
RNU4-38P	0.1701	0.29146	4.8595	2.56238	3.12808
RNU4-40P	10.7917	15.9042	10.5968	13.2667	17.0961
RNU4-43P	0	0	0	0	0
RNU4-45P	0	0	0	1.12682	0
RNU4-46P	0	0.0247	0	0	0
RNU4-48P	0	0	0	0	0
RNU4-51P	0	0	0	0	0
RNU4-52P	0	0	0.8186	0	0
RNU4-53P	0	0	0	0	0
RNU4-55P	0	0	0	0	0
RNU4-56P	1.67797	0	0	0.4028	0.70272
RNU4-57P	0	0	0	0	0
RNU4-58P	2.09606	8.18418	3.84481	0.17619	1.60064
RNU4-5P	0	0	0	0	0
RNU4-60P	1.2352	1.04728	1.41133	2.16473	1.0248
RNU4-61P	0.67593	0	1.33006	1.81235	0.16592
RNU4-63P	1.49791	0	0	0	0.33672
RNU4-68P	2.43633	2.13902	0.53264	1.89784	0.57584
RNU4-72P	0	0.37544	0.32376	0	0
RNU4-74P	0	0	0	0	0
RNU4-78P	1.49303	3.61554	2.92836	4.45566	3.01584
RNU4-79P	0	0	0	0.29174	0.37088
RNU4-81P	0	0	0	0.12083	0
RNU4-84P	0	0	0	0	0
RNU4-85P	0	0	0	0	0
RNU4-87P	0	0	0	0	0
RNU4-90P	0	0	0	0	0
RNU4-91P	0	0	0	0	0
RNU4-92P	3.21957	4.29237	3.78099	2.02877	7.76036
RNU4ATAC	0	0	0	0	0
RNU4ATAC10P	0	0	0	0	0
RNU4ATAC11P	0	0	0	0	0
RNU4ATAC13P	0	0	0	0	0
RNU4ATAC15P	3.92481	3.64028	3.03494	4.38527	5.8465
RNU4ATAC16P	0.7196	0.33098	0.19596	0.60871	0.3416
RNU4ATAC2P	0	0	0	0	0
RNU4ATAC3P	0	0	0	0	0
RNU4ATAC5P	0	0	0	0	0
RNU4ATAC6P	0	0	0	1.29347	1.99104
RNU4ATAC8P	0	0	0	0	0
RNU4ATAC9P	0	0	0	0	0
RNU5A-1	0.21884	0	0.64804	0	0
RNU5A-2P	0	0	0	0	0
RNU5A-3P	0	0	0	0	0
RNU5A-5P	0	0	0	0.61373	0
RNU5B-1	0	0	0	0	0.39528
RNU5B-4P	0	0	0	0	0
RNU5D-2P	0	0	0	0	0
RNU5E-1	67.1421	103.704	855.716	843.917	807.363
RNU5E-5P	0	0	0	0	0
RNU5E-7P	1.59996	0	0.46879	4.0679	4.68989
RNU5E-9P	0	0.3458	0	0	0
RNU5F-2P	0	0	0	0	0
RNU5F-6P	0	0	0	0	0
RNU5F-8P	0	0	0	0	0
RNU6-1003P	0	0	0	0	0
RNU6-1004P	0	0	0	0	0.41968
RNU6-1005P	0	0.72618	0	0	0
RNU6-1008P	3.098	0.61256	1.23633	0.09054	1.9764
RNU6-1009P	0	0	0	0	0
RNU6-100P	0	0	0	0	0
RNU6-1011P	0	0	0	0	0
RNU6-1013P	0	0	0	0	0
RNU6-1014P	1.35696	0	0	0.43789	0
RNU6-1015P	0.59329	0.19266	0	0.2012	0.03416
RNU6-1016P	0	0	0	0	0
RNU6-1019P	1.48336	0	0	0	0
RNU6-1022P	0	0	0	0	0
RNU6-1023P	0.60304	0.37544	0	0	0.34648
RNU6-1025P	75.7938	46.7943	58.2855	32.8368	35.2272
RNU6-1026P	11.4189	11.6862	5.72477	8.21674	11.674
RNU6-1027P	0	0	0	0	0
RNU6-1028P	8.17518	5.65538	5.14926	5.03473	7.26724
RNU6-1029P	0	0	0	0	0
RNU6-102P	0	0	0	0	0
RNU6-1031P	0	0	0	0	0
RNU6-1032P	0	0	0	0	0
RNU6-1036P	3.85658	2.56367	0.95917	1.76706	0.8052
RNU6-1037P	141.521	163.904	242.805	186.508	157.244
RNU6-1038P	0	0	0	0	0
RNU6-103P	6.34171	11.5972	0.21303	7.05885	4.63642
RNU6-1042P	0.91425	0	0.0639	1.0469	0.75152
RNU6-1045P	0	0	0	0	0
RNU6-1048P	2.76248	1.24982	0.02559	3.33286	0.97112
RNU6-104P	0	0	0	0	0
RNU6-1050P	4.10461	3.17108	0.5541	0.89619	1.74715
RNU6-1053P	0	0	0	0	0
RNU6-1054P	0	0	0	0	0
RNU6-1055P	0.59799	0.78052	0	0	0
RNU6-1057P	0	0	0	0	0
RNU6-1062P	3.18545	3.82785	2.11448	2.56251	3.0256
RNU6-1066P	0	0	0	0	0
RNU6-1067P	0	0	1.05731	1.9179	2.20088
RNU6-1068P	0	0	0	0	0.57584
RNU6-1071P	0	0	0	0	0
RNU6-1072P	0	0	0	0	0
RNU6-107P	0	0	0	0	0
RNU6-1081P	3.76413	3.13639	1.28318	1.56045	2.99144
RNU6-1084P	5.87976	15.7856	13.8148	16.5341	14.0262
RNU6-1086P	0.33048	0	0	0	0
RNU6-1087P	2.01354	0.65702	3.18008	2.78916	4.5581
RNU6-1089P	0.27703	0.78052	5.35818	9.81286	3.97243
RNU6-1090P	4.55684	0.16302	0	0.63411	0
RNU6-1091P	0.51569	1.32387	0.72476	0.54326	0.7564
RNU6-1092P	0	0	0	0	0
RNU6-1095P	92.888	44.9668	31.4659	10.8096	23.5531
RNU6-1098P	0	0	0	0	0
RNU6-109P	18.845	26.1088	28.7124	20.3656	28.7753
RNU6-1103P	16.5107	3.81288	9.11769	6.81218	3.31848
RNU6-1107P	138.218	79.8181	39.4155	35.1074	31.3228
RNU6-110P	0.1458	0	0	0	0
RNU6-1112P	3.06867	2.43019	0.97204	0.82568	1.72752
RNU6-1113P	0.44226	0.25688	0.12795	0.5889	0
RNU6-1114P	3.42362	2.69196	1.89684	2.4117	0.7564
RNU6-1115P	0	0.80028	0	0.2012	0
RNU6-1117P	0.95343	0.90402	0	0.01006	0.5124
RNU6-1118P	0	0.14326	0	0	0
RNU6-1119P	1.79954	2.7069	0.65644	2.27045	0.52216
RNU6-111P	0	0	0.12354	0	0
RNU6-1122P	61.3305	147.318	84.3508	86.0543	89.713
RNU6-1123P	0	0	0	0	0
RNU6-1125P	0	0	0	0	0
RNU6-1126P	0	0	0	0	0
RNU6-1129P	0	0	0	0	0
RNU6-1133P	0	0	0	0	0
RNU6-1134P	0	0	0	0	0
RNU6-1135P	0	0	0	0	0
RNU6-1136P	0	0	0	0	0
RNU6-113P	3.47723	1.44742	1.35981	3.98235	3.71374
RNU6-1140P	0	0	0	0	0
RNU6-1144P	0	0	0	0	0
RNU6-1145P	0	0	0	0	0
RNU6-1146P	0	0	0	0	0
RNU6-1147P	0	0	0	0	0
RNU6-114P	0.25298	0	0	0	0
RNU6-1151P	9.29851	8.67333	22.4976	40.2832	41.2645
RNU6-1156P	0	0	0	0	0
RNU6-1157P	0	0	0	0	0
RNU6-1158P	0	0	0	0	0
RNU6-115P	0	0	0	0	0
RNU6-1162P	0.27704	0.5434	0	0	1.0004
RNU6-1163P	5.91872	5.27486	1.73475	3.84144	1.83976
RNU6-1165P	0	0	0	0	0
RNU6-116P	0	0	0	0	0
RNU6-1170P	1.05052	1.57092	0	0	0
RNU6-1171P	0	0	0	0	0
RNU6-1175P	0	0	0	0	0
RNU6-1177P	1.99382	3.38841	1.64123	0.93626	1.5372
RNU6-1179P	0	0	0	0	0
RNU6-1180P	13.9818	13.5434	4.10068	9.31443	7.18909
RNU6-1181P	0	0	0	0	0
RNU6-1184P	0	0	0	0	0
RNU6-1188P	0.36936	0.5681	0	0	0
RNU6-1189P	0	0	0	0	0
RNU6-1193P	0	0	0	0	0
RNU6-1195P	2.86938	3.99075	1.82443	1.36427	2.80112
RNU6-1197P	0	0	0	0	0
RNU6-1198P	0	0	0	0	0
RNU6-119P	0	0	0	0	0
RNU6-1200P	0.26244	1.72406	0	0.04527	0.27328
RNU6-1203P	0	0	0	0	0
RNU6-1204P	0	0	0	0	0
RNU6-1206P	0	0	0	0	0
RNU6-1209P	1.02115	0.28158	0	0	0.3904
RNU6-1210P	0	0	0	0	0
RNU6-1211P	0	0	0	0	0
RNU6-1213P	0	0	0	0	0
RNU6-1214P	0	0	0	0	0
RNU6-1216P	0	0	0	0	0
RNU6-121P	0	0	0	0	0
RNU6-1222P	0	0	0	0	0
RNU6-1227P	0	1.34368	1.61145	2.41155	2.54736
RNU6-1228P	0	0	0	0	0.22448
RNU6-122P	0	0	0	0	0
RNU6-1230P	0.17496	0	0	0	0
RNU6-1231P	0	0	0	0	0
RNU6-1234P	0	0	0	0	0
RNU6-1235P	2.30025	1.79816	1.1295	3.31779	10.2051
RNU6-1236P	6.77471	5.75906	1.83304	2.15964	4.68522
RNU6-1237P	10.8937	6.0702	9.15601	21.6848	17.7112
RNU6-1239P	0	0	0	0	0
RNU6-1243P	2.23709	2.40539	1.09142	1.19317	3.5136
RNU6-1245P	1.65351	1.4326	2.13149	5.85044	2.40096
RNU6-1248P	0	0	0	0	0
RNU6-1249P	0	0	0	0	0
RNU6-1250P	0	0	0	0	0
RNU6-1251P	0	0	0	0	0
RNU6-1252P	11.0589	2.89443	8.15854	9.09796	11.1128
RNU6-1254P	3.7204	2.40047	6.60261	3.45381	4.69515
RNU6-1256P	0	0	0	0	0
RNU6-1257P	0	0.13832	0	0	0
RNU6-125P	12.3818	13.5136	6.96504	3.82623	4.85589
RNU6-1260P	0	0	0	0	0
RNU6-1261P	0	0	0	0	0
RNU6-1263P	0	0	0	0	0
RNU6-1264P	0	0.88426	0.98924	0	0
RNU6-1269P	6.83782	14.3386	13.9812	12.9444	13.8849
RNU6-1271P	0.2187	0	6.29155	16.9923	12.1522
RNU6-1273P	0	0	0	0	0
RNU6-1274P	9.59529	10.5453	5.60952	18.9458	21.3472
RNU6-1275P	0	0	0	0	0
RNU6-1276P	28.596	39.6522	61.1628	91.4365	90.0887
RNU6-127P	0	0	0	0	0
RNU6-1282P	1.48812	0.62244	1.69643	2.49703	3.79681
RNU6-1286P	0.0486	0.58292	0.50298	1.47504	0.86864
RNU6-1290P	0	0.18772	0	0	0
RNU6-1291P	4.62987	1.25476	1.6923	1.91309	3.64549
RNU6-1292P	0.82703	0	0	0	0
RNU6-1297P	3.00555	0.58786	0.80135	0.58897	1.70312
RNU6-1298P	0	0	0	0	0
RNU6-1299P	0	0	0	0	0
RNU6-129P	0.13608	1.97106	0.88682	0	0.13176
RNU6-12P	0.36936	2.18842	0	0.06036	0.35136
RNU6-1300P	0	0	0	0	0
RNU6-1301P	0	10.5601	0	0	0
RNU6-1304P	0	0	0	0	0
RNU6-1305P	0.73948	0.04446	6.0231	3.33784	8.22364
RNU6-1308P	0	0	0	0	0
RNU6-1312P	0.1458	1.20042	0	0.63401	0.1464
RNU6-1314P	1.26947	0	0.32376	0.52313	0.5124
RNU6-1316P	0	0	0	0	0
RNU6-1317P	0	0	0	0	0
RNU6-1322P	0	0	0	0	0
RNU6-1325P	5.4081	14.1114	9.91477	5.59865	10.7029
RNU6-1326P	0.16541	0	0	0.13591	0.94672
RNU6-1327P	0	0	0	0	0
RNU6-1328P	1.02616	2.36614	2.16147	0.24144	0.73688
RNU6-1329P	24.5254	14.5165	4.46297	5.51301	6.75967
RNU6-132P	20.5034	15.0203	20.6946	19.0315	18.2041
RNU6-1330P	0	0	0	0	0
RNU6-1331P	2.48521	0.82992	1.60707	0	0.732
RNU6-1332P	0.44226	0.32604	0	0	0
RNU6-1334P	0	0	0	0	0
RNU6-1338P	0	0	0	0	0
RNU6-133P	0.29646	0	0	0.32192	0.28304
RNU6-1340P	0	0	0	0	0
RNU6-135P	1.87716	0.97812	2.31471	1.60066	1.5128
RNU6-137P	5.31556	0.28652	1.89697	3.49901	3.92352
RNU6-139P	0	0.06916	0	0	0
RNU6-13P	0	0	0	0	0
RNU6-143P	0	0	0	0	0
RNU6-144P	0	0	0	0	0
RNU6-147P	0	0.32604	0	0	0.23912
RNU6-148P	1.20122	0.37544	0	0.92121	0.53192
RNU6-152P	0	0	0	0	0
RNU6-153P	0	0	0	0	0
RNU6-157P	0	0.37544	0	0	0
RNU6-159P	0.11178	0.43966	0	0	0
RNU6-15P	3.62312	1.73888	2.37417	1.10728	2.44
RNU6-160P	0	0	0	0	0
RNU6-161P	0	0	0	0	0
RNU6-162P	0	0	0	0	0
RNU6-163P	0	0	0	0	0
RNU6-164P	0	0	0	0	0
RNU6-166P	0	0	0	0	0
RNU6-169P	0	0	0	0	0
RNU6-171P	0	0	0	0	0
RNU6-177P	0	0	0	0	0
RNU6-178P	3.71563	6.34193	1.38134	3.18181	2.30336
RNU6-180P	0	0	0	0	0
RNU6-18P	0.85107	0	0	0.35713	0.28304
RNU6-190P	2.21275	0.37544	0	0	0
RNU6-192P	0	0	0	0	0
RNU6-193P	0.37908	0	0	0.96634	0.61
RNU6-194P	0	0	0	0	0
RNU6-196P	0	0.57304	0	0	0
RNU6-198P	0.17514	0	0	0.16599	0
RNU6-199P	0	0	0	0	0
RNU6-2	0.0486	0.73606	0.08946	0.22142	0.25864
RNU6-201P	0.45718	0	0	0	0
RNU6-204P	0	0	0	0	0
RNU6-205P	0.63222	0.31616	0.65643	0	0.35624
RNU6-208P	0	0	0	0	0
RNU6-210P	0	0	0	0	0
RNU6-215P	0	0	0	0	0
RNU6-218P	4.85358	3.58094	0.82713	0.59872	1.01992
RNU6-219P	0.69053	0.6916	0.00852	0	0.75152
RNU6-220P	0	0	0	0	0
RNU6-223P	0	0	0	0	0
RNU6-224P	0	0	0	0	0
RNU6-226P	0	0	0	0	0
RNU6-227P	0	0	0	0.08551	0
RNU6-228P	0	0	0	0	0
RNU6-231P	0	0	0	0	0
RNU6-232P	0	0	0	0	0
RNU6-234P	0	0	0	0	0
RNU6-237P	0	0	0	0	0
RNU6-238P	0.71485	3.25003	2.0463	3.02574	5.5246
RNU6-239P	0	0	0	0	0
RNU6-241P	0	0	0	0	0
RNU6-244P	0	0	0	0	0
RNU6-246P	2.98603	0	3.15017	3.64003	2.89872
RNU6-248P	0	0	10.0682	23.7942	34.7196
RNU6-249P	0	0	0	0	0
RNU6-24P	0	0.3705	1.5517	1.44989	3.02072
RNU6-250P	51.8082	33.5474	24.1386	25.3751	19.4146
RNU6-256P	0	0	0	0	0
RNU6-259P	0	0	0	0	0
RNU6-25P	0	0	0	0	0
RNU6-260P	93.637	55.1268	15.5624	38.8432	37.526
RNU6-264P	1.97438	1.78334	3.15427	5.41736	7.1404
RNU6-266P	83.6819	74.9233	73.4345	54.3806	44.2902
RNU6-268P	0	0	0	0	0
RNU6-271P	0	0	0	0	0
RNU6-273P	0	1.79299	0	0	0
RNU6-275P	3.19028	5.52682	3.17589	5.14042	8.25305
RNU6-276P	0	0	0	0	0
RNU6-27P	0	0	0	0	0
RNU6-280P	0	0	0	0	0
RNU6-281P	0	0	0	0	0
RNU6-283P	1.95018	0.81016	0.07242	1.75198	0.69296
RNU6-284P	0	0	0	0	0
RNU6-286P	0	0	0	0	0
RNU6-289P	0	0	0	0	0
RNU6-291P	2.72827	1.3585	0.87003	1.31899	2.97192
RNU6-294P	0	0	0	0	0
RNU6-298P	0	0	0	0	0
RNU6-299P	0	0	0	0	0
RNU6-300P	10.067	7.24584	6.30012	18.4374	13.47
RNU6-301P	2.58247	9.64653	9.79112	7.25007	14.7048
RNU6-302P	4.12411	0.96824	0.39238	0.62906	0.74176
RNU6-307P	3.17568	4.34143	6.64968	6.33375	7.18425
RNU6-308P	0	0	0	0	0
RNU6-309P	0	0	0	0	0
RNU6-313P	18.3491	28.124	3.88309	7.52185	9.5266
RNU6-314P	0	0	0	0	0.59536
RNU6-315P	0	0	0	0	0
RNU6-316P	0	0.26182	0.20472	0	0
RNU6-31P	0	0.78052	0	0	0
RNU6-320P	0	0	0	0	0
RNU6-321P	0	0	0	0	0
RNU6-324P	0	0	0	0	0
RNU6-325P	0	0	0	0	0.41968
RNU6-326P	0.29655	0	6.0359	2.5174	3.45027
RNU6-329P	0	0	0	0	0
RNU6-330P	0	0	0	0	0
RNU6-336P	0	0	0	0	0
RNU6-337P	0	0	0	0	0
RNU6-343P	0	0	0	0	0
RNU6-344P	0	0	0	0	0
RNU6-345P	0	0	0	0	0
RNU6-347P	0	0	0	0	0
RNU6-349P	0	0	0	0	0
RNU6-351P	0	0	0	0	0
RNU6-352P	0	0	0	0	0
RNU6-353P	9.19648	10.8417	3.58889	3.6249	6.05677
RNU6-355P	0	0	0	0	0
RNU6-356P	0.28674	0.3458	0.62237	1.89292	1.82024
RNU6-35P	10.3393	5.83802	10.051	20.4412	8.3507
RNU6-362P	0	0	0	0	0
RNU6-364P	0	0	0	0	0
RNU6-366P	3.18537	4.37599	0.2556	0.99172	0.94672
RNU6-367P	0	0	0	0	0
RNU6-368P	0	0	0	0	0
RNU6-369P	0	0	0	0	0
RNU6-36P	0	0	0	0	0
RNU6-370P	0	0	0	0	0
RNU6-373P	1.41987	0.97812	1.30449	2.15468	1.1224
RNU6-375P	11.5162	19.11	6.15097	4.55143	4.68523
RNU6-376P	0	0	0	0	0
RNU6-377P	0.16529	0	1.32587	0	0.47824
RNU6-378P	3.25366	1.5561	0.81015	2.26556	2.37168
RNU6-379P	0	0	0	0.47329	0
RNU6-37P	2.09118	0.74594	0.64828	0	0.34648
RNU6-380P	0	0	0	0	0.20496
RNU6-382P	0	0	0	0	0
RNU6-384P	0	0	0	0	0
RNU6-386P	34.9132	6.38142	10.6436	1.51012	3.0256
RNU6-387P	13.0626	9.25128	13.6273	12.8185	13.0844
RNU6-389P	0	0	0	0	0
RNU6-38P	0.09234	0.23712	0	0	0
RNU6-390P	0.06804	0	0	0	0
RNU6-391P	0.2916	0.1482	1.23193	0.1006	0.0488
RNU6-392P	0	0	0	0	0
RNU6-395P	0	0	0	0	0
RNU6-396P	0	0	0	0	0
RNU6-398P	0	0	0	0	0
RNU6-39P	0	0	0	0	0
RNU6-400P	0	0	0	0	0
RNU6-401P	1.37647	3.57585	0.60563	0.48793	0.01952
RNU6-402P	0	0	0	0	0
RNU6-405P	0	0	0	0	0
RNU6-406P	5.52473	3.34865	2.1441	0.8205	2.2448
RNU6-408P	14.4875	26.0792	5.75027	8.50897	7.74555
RNU6-411P	0.36936	0.4693	0	0	0
RNU6-413P	0	0	0	0	0
RNU6-414P	1.49309	2.67227	1.70077	0.67443	3.47456
RNU6-418P	6.26398	1.47706	3.5807	6.66607	4.80716
RNU6-420P	0.64665	1.03246	3.08612	3.51929	4.03088
RNU6-422P	4.36726	7.95232	0.61393	0.41751	0.16104
RNU6-424P	0	0	0	0	0
RNU6-425P	0	0	0	0	0
RNU6-428P	0	0	0	0	0
RNU6-429P	30.7893	54.4007	57.3862	66.3834	40.7715
RNU6-430P	0	0.95836	0.71638	0.11576	1.14192
RNU6-431P	1.95976	0	0	0	0
RNU6-432P	87.6844	63.168	48.3241	88.9291	60.8595
RNU6-434P	1.69703	0.9633	0.34506	0	1.71288
RNU6-435P	0	0	0	0	0
RNU6-436P	0	0	0	0	0
RNU6-437P	1.50754	0.65702	0.70777	5.5182	2.1472
RNU6-43P	0	0	0	0	0
RNU6-440P	0	0	0	0	0.22448
RNU6-441P	0	0	0	0	0
RNU6-442P	0	0	0	0	0
RNU6-444P	0	0	0	0	0
RNU6-445P	0	0	0	0	0
RNU6-446P	2.26145	0.15314	0	0	1.22
RNU6-448P	3.3848	1.6302	5.55001	4.75268	4.54356
RNU6-449P	0	0	0	0	0.5124
RNU6-451P	0	0	0	0	0
RNU6-453P	2.47054	2.9486	1.84146	0.5838	1.04432
RNU6-454P	0	0	0	0	0
RNU6-457P	5.3885	10.4663	8.82774	12.174	11.4886
RNU6-458P	0	0	0	0	0
RNU6-45P	6.97403	23.2045	0.72061	0	0.33184
RNU6-460P	0	0	0	0	0
RNU6-462P	0	0	0	0	0
RNU6-463P	0	0	0	0	0
RNU6-465P	0	0	0	0	0
RNU6-467P	0	0	0	0	0.06344
RNU6-468P	0.72454	0	0	0	0.47336
RNU6-46P	0	0	0	0	0
RNU6-470P	15.3921	7.19161	2.81768	6.94797	9.33159
RNU6-471P	6.20555	2.11432	1.72665	2.98051	5.29042
RNU6-474P	0.23814	0	0	0	0
RNU6-476P	0	0	0.25139	0.56342	0.72224
RNU6-477P	0	0	0	0	0
RNU6-481P	0.79275	1.03246	0	0	0
RNU6-482P	0	0	0	0	0
RNU6-483P	0	0	0	0	0
RNU6-485P	0	0.2223	0	0	0
RNU6-486P	0	0	0	0	0
RNU6-488P	0.70517	2.11432	0.82695	2.91508	0.69296
RNU6-489P	0.9241	0.58292	0	0	1.11752
RNU6-48P	29.199	20.3348	28.4481	18.4423	21.2934
RNU6-493P	0	0	0	0	0
RNU6-498P	3.24383	1.78334	0.66087	1.0419	2.13744
RNU6-499P	0	0	0	0	0
RNU6-49P	7.04215	1.8525	4.13466	1.00679	1.21024
RNU6-4P	0.36001	0.42978	0	0.96157	0.4148
RNU6-501P	0.20898	0	0	0	0
RNU6-508P	0.36936	1.19054	0.54127	0.48295	0.5368
RNU6-50P	0	0	0	0	0
RNU6-510P	1.98422	1.23006	0	0.16112	0
RNU6-511P	0	0	0	0	0.54168
RNU6-514P	2.16892	1.51658	0	0.57399	1.6836
RNU6-516P	0.30618	0.37544	0.31524	0	0
RNU6-518P	0.23328	0.6422	0.1065	0.32192	0
RNU6-519P	0	0	0	0	0
