symbol  TSC1	TSC2	MSC1	MSC2	NPC1	NPC2	ESC1	ESC2	MES1	MES2
AP000472.3	0	0	0	0	0	0	0	0	0	0
AP000473.5	2	3	0	0	0	0	0	0	0	0
AP000473.6	0	0	0	0	0	0	0	1	0	0
AP000473.8	2	0	0	0	0	2	0	0	2	2
AP000474.1	0	0	0	0	0	0	0	0	0	0
AP000475.2	0	0	0	0	0	0	0	0	0	0
AP000476.1	0	1	0	0	0	0	0	0	2	2
AP000477.2	0	0	0	0	0	0	0	2	0	0
AP000477.3	0	0	0	0	0	0	0	1	0	0
AP000478.1	0	0	0	0	0	0	0	0	0	0
AP000479.1	0	2	0	0	0	0	0	0	0	0
AP000487.4	5	8	0	0	19	14	20	4	5	5
AP000487.5	185	191	121	112	506	485	360	291	222	222
AP000487.6	143	129	52	67	231	254	57	42	39	39
AP000525.10	0	0	0	0	0	0	0	0	0	0
AP000525.9	0	0	0	1	0	0	0	0	0	0
AP000539.1	0	0	0	0	0	0	0	0	0	0
AP000539.2	0	0	0	0	0	0	0	0	0	0
AP000539.3	0	0	0	0	0	0	0	0	0	0
AP000547.1	0	0	0	0	0	0	0	0	0	0
AP000560.1	0	4	2	0	0	0	0	2	0	0
AP000563.2	40	58	107	104	115	117	98	112	92	92
AP000567.27	0	0	0	0	0	0	0	0	0	0
AP000568.2	874	979	1326	1441	4859	5046	1843	1831	3437	3437
AP000569.9	7	6	25	14	58	67	54	50	43	43
AP000580.1	16	24	43	33	56	42	31	34	29	29
AP000593.5	30	46	160	139	132	128	53	50	25	25
AP000593.6	3093	3468	2991	2908	3766	3930	3610	4071	6022	6022
AP000593.7	36	65	6	15	25	24	5	17	4	4
AP000619.5	3	1	5	8	1	7	18	13	28	28
AP000619.6	1701	2109	1396	1349	1131	1134	699	786	1058	1058
AP000620.1	5	13	12	12	6	5	6	7	15	15
AP000640.10	44	66	111	114	106	123	56	40	30	30
AP000640.2	8	12	17	16	2	5	8	9	28	28
AP000641.1	0	0	2	0	0	3	6	0	0	0
AP000647.3	7	8	0	0	0	0	16	4	4	4
AP000648.3	0	0	0	0	0	0	0	0	0	0
AP000648.6	0	0	0	0	0	0	0	0	0	0
AP000654.4	12	24	5	0	15	36	0	2	0	0
AP000654.5	307	395	357	377	521	577	469	463	732	732
AP000662.4	309	472	155	138	7415	7369	704	598	470	470
AP000662.9	13	12	2	5	10	24	47	28	10	10
AP000673.1	0	0	15	17	3	6	22	15	3	3
AP000679.2	0	6	8	0	0	0	2	1	2	2
AP000688.1	31	44	7	10	35	21	99	60	15	15
AP000688.11	7	11	0	0	0	0	15	10	9	9
AP000688.14	37	40	4	1	5	19	21	44	14	14
AP000688.15	0	0	0	0	0	0	11	0	0	0
AP000688.29	794	864	0	0	0	8	4284	4447	842	842
AP000688.8	2	0	0	0	0	0	6	10	0	0
AP000692.10	78	84	52	53	17	22	33	21	72	72
AP000692.9	64	81	5	4	56	38	40	68	17	17
AP000695.1	7	12	4	0	0	1	1	0	0	0
AP000695.4	72	89	60	36	13	24	0	0	1	1
AP000695.6	49	29	9	20	8	2	0	0	1	1
AP000696.2	1	2	0	0	0	1	0	0	0	0
AP000697.6	2	1	0	0	2	0	0	0	0	0
AP000704.5	56	63	24	15	140	159	95	59	97	97
AP000705.6	0	0	0	0	0	0	0	0	0	0
AP000705.7	0	0	0	0	0	0	0	0	0	0
AP000705.8	0	0	0	0	0	0	0	0	0	0
AP000708.1	0	2	3	12	52	56	1	7	4	4
AP000719.1	0	0	4	0	0	1	4	5	0	0
AP000721.4	0	0	0	0	0	0	0	0	0	0
AP000745.1	0	0	0	0	3	4	1	0	0	0
AP000758.1	0	0	0	0	0	0	0	0	0	0
AP000765.1	6	7	2	4	11	24	15	14	13	13
AP000769.1	416	436	125	106	60	55	3	11	4	4
AP000769.7	0	0	0	0	0	0	0	0	0	0
AP000769.8	0	0	0	3	0	0	0	0	0	0
AP000770.1	1	0	0	0	6	9	17	13	7	7
AP000781.1	0	0	0	0	0	7	0	0	0	0
AP000783.1	29	15	59	29	1314	1309	395	429	401	401
AP000797.1	1	0	1	0	0	0	0	1	1	1
AP000797.2	0	0	0	0	0	2	0	5	0	0
AP000797.3	0	0	0	0	0	0	0	0	0	0
AP000797.4	0	0	0	6	0	0	0	1	0	0
AP000807.1	1	0	0	0	4	1	0	2	0	0
AP000807.2	0	1	0	0	0	0	0	3	0	0
AP000855.4	0	0	0	0	0	0	0	0	0	0
AP000857.2	0	0	0	0	0	0	0	0	0	0
AP000857.3	0	0	0	0	0	0	1	0	2	2
AP000859.4	0	0	0	0	0	0	7	8	0	0
AP000860.2	0	1	0	0	0	0	0	0	0	0
AP000866.1	0	0	0	0	0	0	0	0	0	0
AP000867.1	1	0	0	0	5	5	2	3	23	23
AP000867.14	0	1	0	0	0	0	2	0	0	0
AP000868.1	0	0	0	0	0	0	0	0	0	0
AP000889.1	263	315	317	351	447	523	353	390	604	604
AP000889.2	0	0	0	0	0	0	0	0	0	0
AP000889.3	0	0	0	0	0	0	0	0	0	0
AP000892.4	6	2	6	1	13	8	8	1	0	0
AP000892.8	2	2	1	2	0	1	1	6	1	1
AP000897.1	11	11	0	0	0	0	0	0	2	2
AP000908.1	0	0	0	0	0	0	0	0	0	0
AP000911.1	0	0	0	0	0	0	0	0	0	0
AP000925.2	1	6	1	4	4	0	0	2	4	4
AP000936.1	68	76	120	158	165	171	101	152	138	138
AP000936.2	4	1	0	0	6	4	0	2	0	0
AP000936.4	2	3	1	0	9	15	6	5	0	0
AP000936.5	462	548	359	362	744	674	474	616	1084	1084
AP000946.2	0	0	0	0	0	0	0	0	0	0
AP000949.1	2	1	0	0	0	0	0	2	16	16
AP000959.2	0	0	0	0	0	0	0	4	0	0
AP000962.2	0	0	0	0	1	2	0	0	0	0
AP000974.1	30	48	10	8	69	83	59	84	21	21
AP000997.1	0	5	0	0	1	0	0	1	0	0
AP000997.2	10	8	0	0	0	0	0	4	0	0
AP000998.2	0	1	214	194	0	2	0	2	4	4
AP001007.1	20	16	155	214	115	161	90	66	28	28
AP001010.1	0	0	0	0	0	0	0	0	0	0
AP001024.1	0	0	0	0	0	0	0	0	0	0
AP001024.2	1	1	0	0	1	1	0	0	2	2
AP001029.1	0	0	0	0	0	0	0	0	0	0
AP001032.1	0	1	0	0	0	0	0	0	0	0
AP001042.1	0	4	0	0	0	0	0	0	0	0
AP001043.1	0	0	0	2	0	0	0	0	0	0
AP001044.2	2	0	37	26	0	0	2	2	0	0
AP001046.5	14	18	4	14	12	22	0	6	12	12
AP001046.6	0	0	0	0	0	2	0	0	0	0
AP001048.4	6	8	1	2	0	0	0	0	0	0
AP001053.11	240	253	41	13	305	316	339	333	110	110
AP001055.1	117	107	49	25	477	438	60	58	32	32
AP001055.6	67	60	22	32	121	185	67	46	9	9
AP001056.1	12	4	0	0	28	9	0	0	6	6
AP001057.1	17	15	31	36	126	116	6	2	7	7
AP001058.3	13	15	21	26	201	209	2	5	3	3
AP001059.5	2	5	0	0	4	8	4	7	1	1
AP001062.1	0	0	0	0	0	0	0	0	0	0
AP001062.7	543	579	515	529	617	628	268	303	544	544
AP001062.8	0	0	0	0	0	0	0	0	0	0
AP001062.9	3	14	0	1	6	3	3	2	12	12
AP001063.1	0	0	0	0	0	0	0	0	4	4
AP001065.15	134	141	315	325	582	565	1141	1325	2770	2770
AP001065.2	0	0	0	1	0	1	0	1	7	7
AP001065.7	37	38	21	10	62	45	16	12	34	34
AP001069.1	0	0	0	0	0	0	0	0	0	0
AP001092.4	1	1	0	0	61	66	18	23	5	5
AP001094.1	2	1	0	0	0	0	0	0	0	0
AP001136.2	0	0	0	0	4	0	0	0	0	0
AP001137.1	0	0	2	0	0	0	0	0	0	0
AP001171.1	0	0	0	0	0	0	0	0	0	0
AP001172.2	2	2	0	0	1	0	0	0	0	0
AP001172.3	0	0	0	0	0	0	0	0	0	0
AP001178.1	0	0	0	0	0	0	0	0	0	0
AP001187.1	17	16	1	0	2	2	2	2	2	2
AP001187.11	0	3	0	0	8	4	0	1	0	0
AP001189.4	165	212	91	101	9	17	2	14	8	8
AP001205.1	78	75	14	10	10	18	44	26	65	65
AP001255.2	0	0	0	0	0	0	0	0	0	0
AP001257.1	0	0	0	0	0	0	0	0	0	0
AP001258.4	384	541	909	1021	1265	1464	1229	1546	400	400
AP001258.5	10	2	2	4	15	20	17	20	3	3
AP001266.1	0	0	0	0	0	0	0	0	0	0
AP001271.3	66	69	88	50	7	27	61	53	21	21
AP001282.1	0	0	0	0	0	0	0	0	0	0
AP001324.1	2	1	0	0	0	0	0	0	0	0
AP001331.1	1	2	0	0	0	2	0	0	5	5
AP001340.1	0	0	0	0	0	0	0	0	0	0
AP001342.1	0	0	0	0	0	0	0	0	4	4
AP001347.6	638	710	217	236	2354	2431	627	529	615	615
AP001350.1	11	10	9	15	10	6	18	11	12	12
AP001362.1	0	0	1	0	1	0	0	0	0	0
AP001372.2	837	1216	478	381	2234	2185	828	983	728	728
AP001412.1	37	37	6	4	109	82	72	62	33	33
AP001421.1	0	0	0	0	0	0	0	0	0	0
AP001422.3	0	5	2	2	0	0	0	0	0	0
AP001425.14	0	0	0	0	0	0	0	0	0	0
AP001427.1	9	10	2	1	1	5	2	3	0	0
AP001429.1	32	20	15	8	22	36	0	12	5	5
AP001432.14	57	45	83	58	65	101	122	82	14	14
AP001434.2	2	2	0	0	0	0	0	0	0	0
AP001437.1	68	96	36	30	100	113	38	45	73	73
AP001439.2	3	9	0	3	18	14	14	24	23	23
AP001442.2	3	8	0	4	4	16	25	20	12	12
AP001462.6	82	123	65	75	258	319	212	226	153	153
AP001464.4	0	0	0	0	0	0	0	0	0	0
AP001465.5	0	0	0	0	0	0	0	0	0	0
AP001468.1	344	445	671	512	427	480	464	493	246	246
AP001468.58	6	3	0	0	6	10	6	11	2	2
AP001469.5	9	10	13	10	14	17	16	9	16	16
AP001469.7	51	55	46	36	104	129	159	138	102	102
AP001469.9	306	319	269	292	913	976	1139	1055	826	826
AP001471.1	5	2	57	52	3	3	0	3	7	7
AP001476.2	14	6	391	322	0	2	32	69	46	46
AP001476.3	0	0	1	1	0	0	0	0	0	0
AP001476.4	0	0	7	7	0	0	0	0	0	0
AP001482.1	0	0	0	0	0	0	0	0	0	0
AP001505.9	1	0	0	0	0	0	0	0	0	0
AP001525.1	0	0	0	0	0	0	0	1	0	0
AP001537.1	0	0	0	0	0	0	0	0	0	0
AP001572.1	0	0	0	0	0	0	0	0	0	0
AP001579.1	18	21	9	26	24	18	4	13	15	15
AP001595.1	0	2	0	0	0	0	0	0	0	0
AP001596.6	123	135	10	24	72	123	156	164	122	122
AP001597.1	30	52	9	12	31	64	62	82	153	153
AP001601.2	0	3	0	2	0	0	1	3	10	10
AP001604.3	6	2	22	21	0	6	0	0	2	2
AP001605.4	0	2	0	0	0	0	0	2	0	0
AP001607.1	0	0	0	0	0	0	0	0	0	0
AP001610.5	0	0	4	0	0	0	0	0	1	1
AP001610.9	0	0	0	0	0	0	0	0	0	0
AP001615.9	0	0	0	0	0	0	0	0	0	0
AP001619.2	16	13	14	3	18	24	30	34	34	34
AP001619.3	1	2	0	4	5	6	21	10	9	9
AP001623.1	2	2	16	15	24	23	12	13	1	1
AP001625.4	3	2	0	0	7	7	0	2	1	1
AP001625.5	0	0	0	0	0	0	2	0	0	0
AP001625.6	119	164	17	19	79	83	153	128	164	164
AP001626.1	512	516	0	0	2	0	1	2	0	0
AP001626.2	111	134	39	52	282	293	241	270	382	382
AP001627.1	6	2	6	2	16	21	10	14	34	34
AP001628.6	16	11	7	12	31	60	201	217	124	124
AP001628.7	175	294	0	2	2	1	70	62	51	51
AP001630.5	116	130	1	0	2	2	2	5	2	2
AP001631.1	1	0	6	1	6	0	6	2	0	0
AP001631.10	0	0	0	0	0	3	8	3	0	0
AP001631.9	0	0	0	0	0	1	0	2	0	0
AP001634.1	0	0	0	0	0	0	0	0	0	0
AP001652.1	0	0	0	0	0	0	0	0	0	0
AP001816.1	531	640	1045	1107	840	832	408	440	322	322
AP001877.1	436	525	333	277	1958	1851	1012	775	528	528
AP001885.1	14	22	6	8	24	20	14	26	4	4
AP001888.1	4	0	0	0	10	8	139	128	3912	3912
AP001891.1	0	0	0	0	6	0	0	2	2	2
AP001925.1	0	0	0	0	2	0	0	0	0	0
AP001992.1	1	4	0	0	2	0	0	1	0	0
AP002348.1	0	1	0	0	0	0	1	0	0	0
AP002353.1	0	0	0	0	0	0	0	0	0	0
AP002364.1	0	0	0	0	0	0	0	0	0	0
AP002381.2	1	1	2	4	3	5	3	4	2	2
AP002387.1	2	0	0	2	51	47	9	15	0	0
AP002414.1	197	244	262	268	113	112	192	171	272	272
AP002490.1	1	0	0	0	0	0	0	0	0	0
AP002495.1	3	11	10	8	48	62	41	59	37	37
AP002498.1	0	0	0	0	6	0	0	0	0	0
AP002517.1	0	0	0	0	0	0	0	0	0	0
AP002530.2	0	0	0	0	0	0	2	0	0	0
AP002761.1	1	0	0	0	0	0	0	0	0	0
AP002789.1	5	6	2	1	6	8	11	6	6	6
AP002806.1	0	0	0	0	0	0	0	0	0	0
AP002833.1	0	0	0	0	0	0	0	0	0	0
AP002856.4	0	0	0	0	0	0	26	11	0	0
AP002856.5	1	0	0	0	2	0	5168	6107	2151	2151
AP002856.6	0	0	0	0	0	0	0	0	0	0
AP002856.7	1	0	0	0	0	0	2	3	0	0
AP002884.1	3	1	0	0	0	2	0	0	0	0
AP002884.2	12	27	21	4	2	9	10	8	3	3
AP002884.3	0	0	0	0	0	0	0	0	0	0
AP002954.3	73	74	273	196	110	80	126	115	52	52
AP002954.4	13	13	0	0	0	0	48	54	17	17
AP002954.6	34	10	0	0	1	0	18	25	12	12
AP002956.1	0	0	0	0	2	0	0	0	0	0
AP002958.1	0	0	0	0	0	0	0	0	0	0
AP003025.2	0	2	0	0	0	2	5	7	0	0
AP003026.1	0	0	0	0	0	0	0	0	0	0
AP003027.1	0	2	0	0	0	0	2	2	0	0
AP003039.3	1	0	0	0	0	8	7	7	5	5
AP003041.1	1	0	0	0	7	0	1	1	0	0
AP003041.2	0	3	0	0	9	13	5	9	6	6
AP003062.1	0	0	0	0	2	0	4	4	7	7
AP003064.1	0	0	3	0	0	0	0	0	0	0
AP003064.2	0	0	0	0	0	0	0	0	0	0
AP003068.12	0	0	0	0	0	0	0	0	0	0
AP003068.17	0	0	2	4	0	0	0	0	0	0
AP003068.18	120	99	157	149	41	39	160	161	51	51
AP003068.23	355	390	390	441	96	110	285	305	203	203
AP003068.6	77	106	67	37	79	69	55	67	27	27
AP003068.9	0	0	0	0	0	0	0	0	0	0
AP003096.1	3	0	1	1	0	0	1	2	12	12
AP003305.1	0	0	0	0	0	0	0	0	0	0
AP003354.1	0	0	0	1	0	3	3	4	2	2
AP003356.1	0	0	0	1	2	1	0	0	0	0
AP003385.1	0	0	0	0	0	0	0	0	0	0
AP003385.2	0	0	0	0	0	3	0	0	0	0
AP003419.11	0	0	0	0	0	0	0	0	0	0
AP003419.16	0	0	0	0	0	0	0	0	0	0
AP003471.1	0	0	0	0	0	0	0	0	0	0
AP003471.2	0	0	0	0	0	0	0	0	0	0
AP003471.3	0	0	0	0	0	0	0	0	0	0
AP003498.1	0	0	0	0	0	0	0	0	1	1
AP003498.2	0	0	0	0	0	0	0	0	0	0
AP003550.1	0	0	0	0	2	0	0	0	0	0
AP003558.1	0	0	0	0	0	0	0	0	2	2
AP003730.1	0	0	0	0	0	0	0	0	0	0
AP003733.1	80	92	50	39	78	79	44	72	60	60
AP003774.1	3	13	7	8	34	15	31	28	22	22
AP003774.4	88	113	0	4	89	77	23	46	20	20
AP003774.5	0	0	0	0	0	0	0	0	0	0
AP003774.6	5	4	40	39	55	57	76	48	49	49
AP003900.6	1	1	0	0	1	0	0	0	0	0
AP004242.1	0	0	0	0	0	0	0	0	1	1
AP004289.1	2	0	0	0	0	0	2	4	0	0
AP004289.2	0	2	0	1	0	0	1	1	1	1
AP004290.1	641	776	521	551	1386	1377	485	562	643	643
AP004372.1	0	0	7	2	8	0	0	1	0	0
AP004550.1	10	18	0	0	0	4	0	0	4	4
AP005019.3	0	0	0	0	0	0	0	0	0	0
AP005019.4	0	0	2	0	0	0	0	6	0	0
AP005118.1	0	0	0	0	0	0	0	0	0	0
AP005135.2	1	0	0	0	0	0	0	0	0	0
AP005138.1	0	0	0	0	0	0	0	0	0	0
AP005227.1	0	0	0	0	0	0	0	0	0	0
AP005271.1	0	0	0	0	0	0	0	0	0	0
AP005273.1	2	0	0	0	0	0	0	0	0	0
AP005482.1	3	20	97	118	40	39	105	153	46	46
AP005530.1	0	0	0	0	0	0	0	0	0	0
AP005530.2	0	0	0	0	0	0	0	0	0	0
AP005638.1	0	0	0	0	0	0	0	0	0	0
AP005718.1	0	0	0	0	0	0	0	0	0	0
AP005901.1	0	0	0	0	1	0	0	3	0	0
AP006216.10	44	69	109	67	146	146	160	148	111	111
AP006216.11	69	28	97	78	165	197	134	125	61	61
AP006216.12	7	17	4	2	12	18	14	13	9	9
AP006216.5	0	0	0	0	0	0	0	0	0	0
AP006222.1	0	0	0	0	0	0	0	0	0	0
AP006222.2	22	20	1	1	11	9	0	5	3	3
AP006285.1	0	0	0	0	0	0	0	0	0	0
AP006285.6	0	0	1	2	1	1	0	0	0	0
AP006285.7	0	0	1	0	7	1	0	0	0	0
AP006288.1	0	0	0	0	0	0	0	0	0	0
AP006294.2	2	2	0	0	4	1	1	0	0	0
AP006477.1	0	0	0	0	0	1	0	1	1	1
AP006547.3	0	0	0	0	4	2	2	2	0	0
AP006564.1	0	0	0	0	0	0	0	0	0	0
AP006621.1	235	268	100	105	390	388	422	265	104	104
AP006621.5	611	577	797	790	1023	1060	423	432	100	100
AP006621.6	88	78	55	42	137	127	110	65	9	9
AP006621.8	2	1	2	2	8	8	2	6	6	6
AP006621.9	78	74	3	5	3	9	20	18	2	2
AP006748.1	0	0	0	0	0	0	0	0	0	0
AP1AR	3078	3471	4721	5219	6340	6449	4205	4395	8397	8397
AP1B1	14907	16741	16102	15854	12439	12363	12601	13417	18022	18022
AP1B1P1	0	0	1	0	1	0	1	1	5	5
AP1B1P2	0	1	0	0	0	0	0	0	0	0
AP1G1	33192	38903	26707	27020	23972	24787	17328	19240	27412	27412
AP1G2	3783	4391	2116	1789	5029	4969	2384	2374	1788	1788
AP1M1	7496	8935	15149	15474	11793	12065	3241	3617	5362	5362
AP1M2	7679	8936	266	371	52	61	10796	11534	12287	12287
AP1S1	9523	10255	12617	12612	9594	9846	5009	5327	2879	2879
AP1S2	4476	5437	15632	16763	31967	33161	29865	29051	21320	21320
AP1S3	802	782	554	571	965	1018	1842	2070	2037	2037
AP2A1	26386	30248	27755	28041	21783	22220	13757	14979	16617	16617
AP2A2	11305	13781	17788	17333	14226	14467	8578	9330	9346	9346
AP2B1	39875	48239	56239	56878	54099	51760	35745	38579	59048	59048
AP2M1	63439	72961	91644	94867	40672	39407	34031	38305	73642	73642
AP2S1	15701	18465	24992	27459	11503	12175	12585	13735	13302	13302
AP3B1	11573	13228	17238	17701	14208	14289	11221	11384	12991	12991
AP3B2	362	374	31	30	487	521	2817	3150	9123	9123
AP3D1	31808	34816	41267	41664	28489	28423	31683	33971	39442	39442
AP3M1	13938	16101	18862	19718	23970	24041	9997	11261	14599	14599
AP3M2	1842	2218	9312	9089	8701	9180	3837	3870	4294	4294
AP3S1	7668	8940	14665	16043	9302	10111	5269	5590	8256	8256
AP3S2	2600	3070	5709	6151	12457	12469	3839	4509	2786	2786
AP4B1	1361	1471	1601	1670	2139	2210	1854	1671	2368	2368
AP4B1-AS1	62	95	49	46	85	78	100	82	49	49
AP4E1	4334	4912	3955	4219	4069	4225	2651	2822	6177	6177
AP4M1	1135	1288	3439	3128	1565	1468	1374	1624	1788	1788
AP4S1	669	776	1248	1256	1059	1158	1297	1383	1833	1833
AP5B1	3529	3837	1810	1712	1879	2079	1361	1491	469	469
AP5M1	6704	7789	9296	9708	9627	10561	7724	8398	12198	12198
AP5S1	1294	1554	3359	3382	512	556	570	530	1148	1148
AP5Z1	6271	6683	10893	10780	2552	2527	3622	3610	4825	4825
APAF1	7055	8892	6718	6712	10499	10894	3272	3608	4929	4929
APBA1	98	92	3520	3483	4081	4291	234	194	303	303
APBA2	673	798	10984	11058	17881	17272	3469	4056	3668	3668
APBA3	3497	4084	2171	2155	3420	3124	2765	2652	2677	2677
APBB1	3776	4257	5944	5921	14484	14190	2632	2627	3230	3230
APBB1IP	1683	1875	51	27	1	8	12	19	32	32
APBB2	18674	22160	13297	13526	23871	24356	15002	17085	18839	18839
APBB3	1769	2120	2546	2416	3207	2911	2047	2035	1493	1493
APC	9584	12138	21266	21030	13645	13910	20548	22661	16407	16407
APC2	1137	1389	1063	984	6806	7267	351	324	73	73
APCDD1	412	417	9924	10186	874	787	489	524	17315	17315
APCDD1L	104	96	100	114	30	21	3373	3888	351	351
APCDD1L-AS1	25	29	7	19	9	12	35	45	29	29
APCS	0	0	0	0	0	0	0	0	6	6
APEH	7079	8340	6835	6939	8340	8289	11518	12088	11602	11602
APEX1	23197	28317	40256	40293	63532	63295	53355	58938	85643	85643
APEX2	7088	7912	4846	5187	4366	4564	5421	6131	9127	9127
APH1A	17135	20124	21595	22228	22240	22387	14273	19175	15322	15322
APH1B	1657	2002	5789	5762	2506	2481	6821	8925	3451	3451
API5	20420	24221	21292	22900	44347	44638	25068	28270	37945	37945
API5P1	6817	8375	6893	6907	12534	12248	7309	8437	11654	11654
API5P2	2286	2890	2379	2504	4213	4336	2603	3120	4036	4036
APIP	825	1071	1981	2320	2205	2118	1671	1636	5089	5089
APITD1	582	812	777	832	1858	1860	1178	1307	1691	1691
APITD1-CORT	0	0	0	0	0	0	0	0	0	0
APLF	770	975	715	771	1655	1914	695	772	823	823
APLN	33	38	1671	1636	767	877	396	505	428	428
APLNR	1106	1046	0	0	886	970	116	175	8734	8734
APLP1	1616	1526	1215	1250	28820	28630	2720	3048	702	702
APLP2	117109	129013	47955	51076	101346	101034	153087	171933	81534	81534
APMAP	17183	20213	35740	36904	21485	22274	19664	25550	13854	13854
APOA1	217	226	10	2	75	110	42	50	59	59
APOA1BP	4957	5927	7840	7849	6731	6865	8641	10648	7693	7693
APOA2	44	83	0	0	0	0	0	1	3	3
APOA4	24	23	0	0	0	0	0	0	2	2
APOA5	33	56	2	1	15	11	20	19	19	19
APOB	180	197	68	80	48	88	900	881	275	275
APOBEC1	0	1	0	0	0	0	0	0	0	0
APOBEC2	157	209	17	8	155	152	154	127	51	51
APOBEC3A	0	4	0	0	1	2	7	2	7	7
APOBEC3AP1	20	13	0	0	2	0	0	1	3	3
APOBEC3B	261	270	548	578	335	371	785	892	1077	1077
APOBEC3B-AS1	0	0	0	0	0	0	22	1	66	66
APOBEC3C	11333	13616	46007	47364	8202	8727	12117	13080	9983	9983
APOBEC3D	564	705	1947	2028	459	467	2463	2521	1584	1584
APOBEC3F	1096	1337	2907	2728	1282	1467	1349	1514	1177	1177
APOBEC3G	298	383	2199	2297	234	164	226	209	576	576
APOBEC3H	61	90	60	46	216	294	64	85	27	27
APOBEC4	2	2	2	0	6	2	4	0	6	6
APOBR	799	942	8	14	7	14	4	14	10	10
APOC1	2504	2985	1493	1662	2632	2653	6680	8246	8705	8705
APOC1P1	20	25	37	14	52	60	49	55	141	141
APOC2	1	0	0	0	0	0	0	1	0	0
APOC3	226	200	0	0	0	0	2	0	5	5
APOC4	0	0	0	0	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0	0	0	0	0
APOD	0	4	18	17	0	2	16	13	5	5
APOE	118992	138387	33899	36964	23369	23158	156321	169617	54006	54006
APOF	15	7	0	3	16	5	14	15	12	12
APOH	0	0	6	4	0	0	0	1	0	0
APOL1	14	19	7696	7894	16	15	5	10	5	5
APOL2	1538	1807	9929	10480	1715	1950	1491	1560	1485	1485
APOL3	2	0	1426	1484	4	1	17	19	286	286
APOL4	165	203	0	3	22	51	6	7	20	20
APOL5	4	0	4	0	5	2	0	3	0	0
APOL6	681	685	34916	35264	21	24	143	130	265	265
APOLD1	331	410	431	410	3872	4211	251	214	369	369
APOM	109	181	172	155	640	633	248	289	190	190
APOO	660	797	855	959	2097	2012	1642	1659	2260	2260
APOOL	969	1111	783	812	804	770	378	410	500	500
APOOP1	0	0	0	0	0	0	0	0	0	0
APOOP2	0	0	0	0	1	0	0	1	0	0
APOOP3	11	18	18	21	44	36	13	47	31	31
APOOP4	303	320	427	423	958	1007	699	775	959	959
APOOP5	118	157	180	217	405	423	306	343	460	460
APOPT1	2916	3558	5365	5709	4252	4216	2757	2952	3431	3431
APP	144400	162019	253884	257805	87356	89623	284430	303540	137877	137877
APPBP2	23126	25196	22257	22413	16848	17556	3809	3956	3963	3963
APPL1	8460	10157	7793	8594	11526	12025	11294	12139	15365	15365
APPL2	4740	5485	5251	5841	11546	11595	3568	3796	4599	4599
APRT	5909	7075	12209	12407	12159	12309	16443	19586	22883	22883
APTX	3975	4859	4948	5233	9588	9717	4829	5677	7460	7460
AQP1	12390	16066	454	356	247	256	42	25	3	3
AQP10	3	6	5	0	2	2	8	7	0	0
AQP11	1166	1293	225	170	414	470	775	902	406	406
AQP12A	0	1	0	1	0	2	0	0	0	0
AQP12B	1	0	0	0	0	0	0	0	0	0
AQP2	8	4	0	0	0	3	2	0	0	0
AQP3	2215	2388	331	314	270	291	823	1036	757	757
AQP4	4	2	0	0	93	74	1210	1167	262	262
AQP4-AS1	2	8	0	0	47	16	285	243	273	273
AQP5	2	4	4	3	119	143	461	564	38	38
AQP6	8	2	5	3	23	26	21	20	3	3
AQP7	9	7	5	19	13	11	6	3	0	0
AQP7P1	3	5	8	11	4	4	3	7	6	6
AQP7P2	0	1	3	0	0	1	2	0	2	2
AQP7P3	0	0	0	0	0	0	0	0	0	0
AQP7P4	0	0	0	0	1	0	0	0	0	0
AQP8	4	29	0	0	13	5	4	0	0	0
AQP9	34	11	2	8	0	0	2	2	0	0
AQPEP	198	212	19	18	73	72	34	8	12	12
AQR	8705	10554	6564	6381	10176	10553	13694	13972	15000	15000
AR	607	767	10604	10914	5411	5953	8732	8651	4230	4230
ARAF	6078	7035	9967	9747	10349	10304	5132	6121	8106	8106
ARAP1	2766	3335	6863	6446	4501	4532	5736	5911	7575	7575
ARAP1-AS1	0	0	0	0	0	0	0	0	0	0
ARAP1-AS2	41	53	89	105	103	92	52	90	92	92
ARAP2	2664	2996	154	189	471	467	266	307	1243	1243
ARAP3	4962	6140	4458	4326	13681	13756	12848	12917	5476	5476
ARC	28	35	16	6	612	739	1747	2134	502	502
ARCN1	85850	100536	110829	113606	60833	63224	34937	39644	72786	72786
AREG	0	1	19	29	0	0	0	2	0	0
AREGB	0	0	0	0	0	0	0	0	0	0
AREL1	13834	16098	13879	14254	21897	22189	12940	18266	12015	12015
ARF1	112447	130716	103360	105766	83526	84238	41945	49317	78932	78932
ARF1P1	68	93	63	68	57	61	31	36	44	44
ARF1P2	1027	1189	920	984	754	706	394	455	689	689
ARF1P3	0	0	0	0	0	0	0	0	0	0
ARF3	41048	46099	56315	58227	37844	38918	36574	42781	59635	59635
ARF4	70916	76734	103545	124653	59453	58836	21947	24955	59427	59427
ARF4P2	9	1	2	8	1	1	4	2	0	0
ARF4P3	48	69	87	82	39	34	24	15	39	39
ARF4P4	0	0	0	0	0	0	0	0	0	0
ARF5	6946	8453	5771	5673	12639	12494	5625	6438	6466	6466
ARF6	65925	74886	22034	22236	12051	12633	11400	13062	22516	22516
ARFGAP1	26713	29692	24381	23987	23837	22740	16518	16342	14443	14443
ARFGAP2	4943	5540	5361	5189	6597	6291	4275	4305	6995	6995
ARFGAP3	7556	8442	11446	13048	7423	7576	1731	2032	2381	2381
